"season"|"team"|"player"|"dob"|"age"|"nationality"|"current.club"|"height.cm"|"foot"|"joined"|"contract.start"|"contract.end"|"curr.market.value.EUR"|"prev.market.value.EUR"
"2018"|"Bengaluru FC"|"Gursimrat Singh Gill"|1997-02-11|"21"|"India"|NA|NA|NA|2018-07-01|NA|2020-05-31|NA|NA
"2018"|"Bengaluru FC"|"Nishu Kumar"|1997-11-05|"20"|"India"|NA|NA|"both"|2015-11-17|NA|2020-05-31|NA|NA
"2018"|"Bengaluru FC"|"Rahul Bheke"|1990-12-06|"27"|"India"|NA|NA|"right"|2017-07-23|NA|2021-05-31|"100K"|NA
"2018"|"Bengaluru FC"|"Harmanjot Khabra"|1988-03-18|"30"|"India"|NA|NA|"right"|2017-07-23|NA|2021-05-31|"75K"|NA
"2018"|"Bengaluru FC"|"Rino Anto"|1988-01-03|"30"|"India"|NA|NA|"right"|2018-07-01|NA|NA|"50K"|NA
"2018"|"Bengaluru FC"|"Bidyananda Singh"|1997-11-27|"20"|"India"|NA|NA|NA|2018-08-01|NA|2019-05-31|"75K"|NA
"2018"|"Bengaluru FC"|"Robinson Singh"|1992-02-03|"26"|"India"|NA|NA|NA|2017-07-31|NA|2019-05-31|NA|NA
"2018"|"Bengaluru FC"|"Leon Agustine Asokan"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Ajay Chhetri"|NA|NA|"India"|NA|NA|NA|2018-09-18|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Altamash Sayed"|1996-08-12|"22"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Erik Paartalu"|1986-05-03|"32"|"Australia"|NA|NA|"both"|2017-07-05|NA|2020-06-30|"400K"|"500K"
"2018"|"Bengaluru FC"|"Dimas Delgado"|1983-02-06|"35"|"Spain"|NA|NA|"right"|2017-07-11|NA|2019-06-30|NA|NA
"2018"|"Bengaluru FC"|"Kean Lewis"|1992-09-19|"26"|"India"|NA|NA|NA|2018-07-01|NA|2019-05-31|"150K"|NA
"2018"|"Bengaluru FC"|"Boithang Haokip"|1991-09-09|"27"|"India"|NA|NA|NA|2017-07-23|NA|2020-06-30|"100K"|NA
"2018"|"Bengaluru FC"|"Cletus Dominic Jacob Paul"|1993-04-26|"25"|"India"|NA|NA|NA|2017-10-01|NA|NA|NA|NA
"2018"|"Bengaluru FC"|"Udanta Singh"|1996-06-14|"22"|"India"|NA|NA|NA|2014-07-15|NA|2020-06-30|"75K"|NA
"2018"|"Bengaluru FC"|"Chencho Gyeltshen"|1996-05-10|"22"|"Bhutan"|NA|NA|"right"|2018-07-01|NA|2019-05-31|"50K"|NA
"2018"|"Bengaluru FC"|"Xisco Hernández"|1989-07-31|"29"|"Spain"|NA|NA|"left"|2018-07-06|NA|2019-06-30|"200K"|"300K"
"2018"|"Bengaluru FC"|"Miku Fedor"|1985-08-19|"33"|"Venezuela"|NA|NA|"right"|2017-08-30|NA|2019-05-31|"700K"|"1.00M"
"2018"|"Bengaluru FC"|"Sunil Chhetri"|1984-08-03|"34"|"India"|NA|NA|NA|2017-01-01|NA|2020-05-31|"275K"|"400K"
"2018"|"Bengaluru FC"|"Sembi Haokip"|1993-08-26|"25"|"India"|NA|NA|NA|2017-07-23|NA|2020-05-31|"75K"|NA
"2018"|"Chennaiyin FC"|"Karanjit Singh"|1986-01-08|"32"|"India"|NA|NA|"right"|2016-07-01|NA|2019-05-31|"100K"|"100K"
"2018"|"Chennaiyin FC"|"Sanjiban Ghosh"|1991-07-06|"27"|"India"|NA|NA|NA|2018-07-01|NA|2020-05-31|"50K"|NA
"2018"|"Chennaiyin FC"|"Reamsochung Chongapipa Aimol"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Bibin Boban"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Sarubh Meher"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Nikhil Bernard"|1989-12-30|"28"|"India"|NA|NA|"right"|2018-07-01|NA|2019-05-31|NA|NA
"2018"|"Chennaiyin FC"|"Prosenjit Chakraborty"|1998-07-15|"20"|"India"|NA|NA|NA|2016-08-16|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Tondonba Singh"|1994-11-14|"23"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Laldinliana Renthlei"|1998-08-26|"20"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Hendry Antonay"|2000-05-22|"18"|"India"|NA|NA|NA|2018-09-24|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Eli Sabiá"|1988-08-31|"30"|"Brazil"|NA|NA|"left"|2018-08-25|NA|2019-05-31|"350K"|"250K"
"2018"|"Chennaiyin FC"|"Henrique Sereno"|1985-05-18|"33"|"Portugal"|NA|NA|"right"|2017-09-18|NA|NA|"300K"|"350K"
"2018"|"Chennaiyin FC"|"Mailson"|1988-02-05|"30"|"Brazil"|NA|NA|"right"|2017-09-18|NA|2020-06-30|"50K"|NA
"2018"|"Chennaiyin FC"|"Zohmingliana Ralte"|1990-10-02|"28"|"India"|NA|NA|"right"|2018-07-01|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Jerry Lalrinzuala"|1998-07-30|"20"|"India"|NA|NA|"left"|2016-07-01|NA|2020-05-31|"100K"|NA
"2018"|"Chennaiyin FC"|"Iñigo Calderón"|1982-01-04|"36"|"Spain"|NA|NA|"right"|2017-07-19|NA|2019-06-30|"200K"|"300K"
"2018"|"Chennaiyin FC"|"Sinivasan Pandiyan"|1995-12-06|"22"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Germanpreet Singh"|1996-06-24|"22"|"India"|NA|NA|NA|2017-07-23|NA|2020-05-31|NA|NA
"2018"|"Chennaiyin FC"|"Zonunmawia"|NA|NA|"India"|NA|NA|NA|2018-09-24|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Dhanpal Ganesh"|1994-06-13|"24"|"India"|NA|NA|NA|2016-07-01|NA|2019-05-31|"50K"|NA
"2018"|"Chennaiyin FC"|"Andrea Orlandi"|1984-08-03|"34"|"Spain"|NA|NA|"left"|2018-08-06|NA|2019-06-30|"250K"|"300K"
"2018"|"Chennaiyin FC"|"Raphael Augusto"|1991-03-06|"27"|"Brazil"|NA|NA|"both"|2016-07-17|NA|2019-12-31|"200K"|"200K"
"2018"|"Chennaiyin FC"|"Thoi Singh"|1990-10-05|"27"|"India"|NA|NA|NA|2015-07-10|NA|2019-05-31|"75K"|NA
"2018"|"Chennaiyin FC"|"Anirudh Thapa"|1998-01-15|"20"|"India"|NA|NA|NA|2016-07-01|NA|2020-05-31|"25K"|NA
"2018"|"Chennaiyin FC"|"Francis Fernandes"|1985-11-25|"32"|"India"|NA|NA|NA|2017-07-23|NA|2019-06-30|"75K"|"50K"
"2018"|"Chennaiyin FC"|"Issac Vanmalsawma"|1996-09-15|"22"|"India"|NA|NA|"right"|2018-07-01|NA|NA|NA|NA
"2018"|"Chennaiyin FC"|"Baoringdao Bodo"|1999-10-17|"18"|"India"|NA|NA|"right"|2016-05-18|NA|2020-05-31|NA|NA
"2018"|"Chennaiyin FC"|"Laishram Bedashwor Singh"|1998-12-31|"19"|"India"|NA|NA|"right"|2018-08-01|NA|2019-05-31|NA|NA
"2018"|"Chennaiyin FC"|"Gregory Nelson"|1988-01-31|"30"|"Netherlands"|NA|NA|"right"|2017-09-12|NA|2019-05-31|"900K"|"900K"
"2018"|"Chennaiyin FC"|"Carlos Salom"|1987-03-03|"31"|"Palästina"|NA|NA|"right"|2018-08-30|NA|2019-03-31|"300K"|"500K"
"2018"|"Chennaiyin FC"|"Jeje Lalpekhlua"|1991-01-07|"27"|"India"|NA|NA|NA|2015-07-01|NA|2020-05-31|"250K"|"125K"
"2018"|"Chennaiyin FC"|"Mohammed Rafi"|1982-05-24|"36"|"India"|NA|NA|NA|2017-07-23|NA|2019-06-30|"100K"|"25K"
"2018"|"Chennaiyin FC"|"Aman Chetri"|2001-07-26|"17"|"India"|NA|NA|"right"|2017-12-10|NA|2020-05-31|NA|NA
"2018"|"Delhi Dynamos FC"|"Francisco Dorronsoro"|1985-05-22|"33"|"Spain"|NA|NA|NA|2018-08-13|NA|2019-05-31|"500K"|"600K"
"2018"|"Delhi Dynamos FC"|"Albino Gomes"|1994-02-07|"24"|"India"|NA|NA|NA|2017-07-23|NA|2020-05-31|"100K"|NA
"2018"|"Delhi Dynamos FC"|"Sukhdev Patil"|1998-01-23|"20"|"India"|NA|NA|NA|2017-07-23|NA|2020-05-31|"50K"|NA
"2018"|"Delhi Dynamos FC"|"Sayan Roy"|1991-09-10|"27"|"India"|NA|NA|NA|2018-09-22|NA|NA|NA|NA
"2018"|"Delhi Dynamos FC"|"Mohammad Sajid Dhot"|1997-12-10|"20"|"India"|NA|NA|NA|2017-07-23|NA|2020-05-31|NA|NA
"2018"|"Delhi Dynamos FC"|"Rana Gharami"|1990-10-06|"27"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
"2018"|"Delhi Dynamos FC"|"Amit Tudu"|1998-01-17|"20"|"India"|NA|NA|NA|2018-09-22|NA|NA|NA|NA
"2018"|"Delhi Dynamos FC"|"Jayananda Moirangthem Singh"|1999-03-01|"19"|"India"|NA|NA|NA|2017-09-19|NA|2020-05-31|NA|NA
"2018"|"Delhi Dynamos FC"|"Martí Crespí"|1987-06-15|"31"|"Spain"|NA|NA|"right"|2018-08-23|NA|2019-06-30|"400K"|"700K"
"2018"|"Delhi Dynamos FC"|"Gianni Zuiverloon"|1986-12-30|"31"|"Netherlands"|NA|NA|"right"|2018-08-31|NA|2019-06-30|"300K"|"300K"
"2018"|"Delhi Dynamos FC"|"Narayan Das"|1993-09-25|"25"|"India"|NA|NA|NA|2018-07-01|NA|2020-05-31|"100K"|NA
"2018"|"Delhi Dynamos FC"|"Pritam Kotal"|1993-08-09|"25"|"India"|NA|NA|NA|2017-07-23|NA|2019-05-31|"100K"|NA
"2018"|"Delhi Dynamos FC"|"Lallianzuala Chhangte"|1997-08-06|"21"|"India"|NA|NA|NA|2017-07-23|NA|2019-05-31|"50K"|NA
"2018"|"Delhi Dynamos FC"|"Pradeep Mohanraj"|1990-11-11|"27"|"India"|NA|NA|NA|2018-08-31|NA|NA|NA|NA
"2018"|"Delhi Dynamos FC"|"Nandha Kumar Sekar"|1995-12-20|"22"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
"2018"|"Delhi Dynamos FC"|"Marcos Tébar"|1986-02-07|"32"|"Spain"|NA|NA|"right"|2018-08-09|NA|2019-06-30|"400K"|"400K"
"2018"|"Delhi Dynamos FC"|"Bikramjit Singh"|1992-10-15|"25"|"India"|NA|NA|NA|2018-07-01|NA|2021-05-31|"100K"|NA
"2018"|"Delhi Dynamos FC"|"Siam Hanghal"|1993-05-26|"25"|"India"|NA|NA|NA|2018-07-01|NA|NA|"125K"|NA
"2018"|"Delhi Dynamos FC"|"Vinit Rai"|1997-10-10|"20"|"India"|NA|NA|NA|2017-07-23|NA|2020-05-31|"75K"|NA
"2018"|"Delhi Dynamos FC"|"Rene Mihelic"|1988-07-05|"30"|"Slovenia"|NA|NA|"right"|2018-08-11|NA|NA|"350K"|"500K"
"2018"|"Delhi Dynamos FC"|"Seiminmang Manchong"|NA|NA|"India"|NA|NA|NA|2018-09-22|NA|NA|NA|NA
"2018"|"Delhi Dynamos FC"|"Adrià Carmona"|1992-02-08|"26"|"Spain"|NA|NA|"left"|2018-08-31|NA|2019-06-30|"200K"|"200K"
"2018"|"Delhi Dynamos FC"|"Romeo Fernandes"|1992-07-06|"26"|"India"|NA|NA|NA|2017-07-23|NA|2019-05-31|"150K"|"100K"
"2018"|"Delhi Dynamos FC"|"Andrija Kaludjerovic"|1987-07-05|"31"|"Serbia"|NA|NA|"right"|2018-08-16|NA|2019-05-31|"250K"|"250K"
"2018"|"Delhi Dynamos FC"|"Daniel Lalhlimpuia"|1997-09-12|"21"|"India"|NA|NA|NA|2018-07-01|NA|NA|"50K"|NA
"2018"|"Delhi Dynamos FC"|"Shubham Sarangi"|2000-06-24|"18"|"India"|NA|NA|"right"|2018-09-22|NA|2020-05-31|NA|NA
"2018"|"FC Goa"|"Laxmikant Kattimani"|1989-05-03|"29"|"India"|NA|NA|NA|2015-07-01|NA|2020-06-30|"100K"|NA
"2018"|"FC Goa"|"Lalthuammawia Ralte"|1992-11-28|"25"|"India"|NA|NA|NA|2018-07-01|NA|2020-06-30|NA|NA
"2018"|"FC Goa"|"Mohammad Nawaz"|2000-01-21|"18"|"India"|NA|NA|"right"|2018-09-26|NA|NA|NA|NA
"2018"|"FC Goa"|"Konsham Singh"|1996-11-23|"21"|"India"|NA|NA|NA|2017-07-23|NA|NA|"150K"|NA
"2018"|"FC Goa"|"Jonathan Cardozo"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"FC Goa"|"Saviour Gama"|NA|NA|"India"|NA|NA|NA|2018-09-26|NA|NA|NA|NA
"2018"|"FC Goa"|"Lalhmangaihsanga ."|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"FC Goa"|"Mourtada Fall"|1987-12-26|"30"|"Senegal"|NA|NA|"both"|2018-07-20|NA|NA|"525K"|"500K"
"2018"|"FC Goa"|"Mohamed Ali"|1992-08-21|"26"|"India"|NA|NA|NA|2017-07-23|NA|2020-06-30|NA|NA
"2018"|"FC Goa"|"Carlos Peña"|1983-07-28|"35"|"Spain"|NA|NA|"left"|2018-08-05|NA|2019-06-30|"200K"|"200K"
"2018"|"FC Goa"|"Nirmal Chettri"|1990-10-21|"27"|"India"|NA|NA|"both"|2018-07-01|NA|NA|"125K"|"75K"
"2018"|"FC Goa"|"Seriton Fernandes"|1992-10-26|"25"|"India"|NA|NA|NA|2017-07-23|NA|NA|NA|NA
"2018"|"FC Goa"|"Princeton Rebello"|NA|NA|"India"|NA|NA|NA|2018-08-01|NA|NA|NA|NA
"2018"|"FC Goa"|"Imran Khan"|NA|NA|"India"|NA|NA|NA|2018-09-26|NA|NA|NA|NA
"2018"|"FC Goa"|"Ahmed Jahouh"|1988-07-31|"30"|"Morocco"|NA|NA|"right"|2018-07-01|NA|NA|"450K"|"500K"
"2018"|"FC Goa"|"Bruno Pinheiro"|1987-08-21|"31"|"Portugal"|NA|NA|"right"|2017-07-01|NA|2019-05-31|"400K"|"300K"
"2018"|"FC Goa"|"Lenny Rodrigues"|1987-05-10|"31"|"India"|NA|NA|NA|2018-07-01|NA|NA|"100K"|"50K"
"2018"|"FC Goa"|"Pratesh Shirodkar"|1989-02-19|"29"|"India"|NA|NA|NA|2016-07-01|NA|NA|"75K"|NA
"2018"|"FC Goa"|"Edu Bedia"|1989-03-23|"29"|"Spain"|NA|NA|"left"|2017-08-31|NA|2019-05-31|"400K"|"400K"
"2018"|"FC Goa"|"Hugo Boumous"|1995-07-24|"23"|"Morocco"|NA|NA|"right"|2018-02-03|NA|NA|"300K"|"150K"
"2018"|"FC Goa"|"Mandar Rao Desai"|1992-03-18|"26"|"India"|NA|NA|NA|2016-07-01|NA|2020-05-31|"125K"|NA
"2018"|"FC Goa"|"Brandon Fernandes"|1994-09-20|"24"|"India"|NA|NA|NA|2017-07-23|NA|2020-05-31|NA|NA
"2018"|"FC Goa"|"Manvir Singh"|1995-11-06|"22"|"India"|NA|NA|NA|2017-07-28|NA|2020-05-31|NA|NA
"2018"|"FC Goa"|"Liston Colaco"|1998-11-12|"19"|"India"|NA|NA|NA|2017-10-01|NA|2020-05-31|NA|NA
"2018"|"FC Goa"|"Miguel Palanca"|1987-12-18|"30"|"Spain"|NA|NA|"right"|2018-08-14|NA|2019-06-30|"400K"|"400K"
"2018"|"FC Goa"|"Jackichand Singh"|1992-03-17|"26"|"India"|NA|NA|NA|2018-07-01|NA|2020-06-30|"125K"|NA
"2018"|"FC Goa"|"Coro"|1983-01-05|"35"|"Spain"|NA|NA|"right"|2017-07-17|NA|2019-06-30|"150K"|"200K"
"2018"|"FC Goa"|"Lalawmpuia"|1999-10-24|"18"|"India"|NA|NA|"both"|2017-09-01|NA|2020-05-31|NA|NA
"2018"|"FC Pune City"|"Vishal Kaith"|1996-07-22|"22"|"India"|NA|NA|"right"|2017-07-06|NA|2020-06-30|"25K"|NA
"2018"|"FC Pune City"|"Kamaljit Singh"|1995-12-28|"22"|"India"|NA|NA|NA|2017-07-23|NA|NA|NA|NA
"2018"|"FC Pune City"|"Anuj Kumar"|1998-07-24|"20"|"India"|NA|NA|NA|2017-07-01|NA|2020-06-30|NA|NA
"2018"|"FC Pune City"|"Keenan Almeida"|1991-12-10|"26"|"India"|NA|NA|NA|2018-07-01|NA|NA|"75K"|NA
"2018"|"FC Pune City"|"Sarthak Golui"|1997-11-03|"20"|"India"|NA|NA|NA|2018-08-01|NA|NA|NA|NA
"2018"|"FC Pune City"|"Sahil Panwar"|NA|NA|"India"|NA|NA|NA|2017-12-01|NA|NA|NA|NA
"2018"|"FC Pune City"|"Matt Mills"|1986-07-14|"32"|"England"|NA|NA|"right"|2018-08-21|NA|NA|"1.00M"|"1.50M"
"2018"|"FC Pune City"|"Martín Díaz"|1988-03-17|"30"|"Uruguay"|NA|NA|"left"|2018-08-20|NA|NA|"350K"|"275K"
"2018"|"FC Pune City"|"Wayne Vaz"|1994-07-28|"24"|"India"|NA|NA|"right"|2017-07-23|NA|NA|NA|NA
"2018"|"FC Pune City"|"Nim Dorjee Tamang"|1995-10-30|"22"|"India"|NA|NA|"right"|2017-07-23|NA|2018-05-31|NA|NA
"2018"|"FC Pune City"|"Gurtej Singh"|1990-05-02|"28"|"India"|NA|NA|"right"|2017-07-23|NA|2020-05-31|NA|NA
"2018"|"FC Pune City"|"Lalchhuanmawia"|1989-04-14|"29"|"India"|NA|NA|"left"|2017-07-23|NA|2020-05-31|"25K"|NA
"2018"|"FC Pune City"|"Ashutosh Mehta"|1991-02-21|"27"|"India"|NA|NA|NA|2018-07-01|NA|NA|"75K"|NA
"2018"|"FC Pune City"|"Abhishek Halder"|1999-04-12|"19"|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"FC Pune City"|"Adil Khan"|1988-07-07|"30"|"India"|NA|NA|NA|2017-07-23|NA|2020-05-31|NA|NA
"2018"|"FC Pune City"|"Rohit Kumar"|1997-01-01|"21"|"India"|NA|NA|NA|2017-07-23|NA|NA|NA|NA
"2018"|"FC Pune City"|"Shankar Sampingiraj"|1994-12-14|"23"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
"2018"|"FC Pune City"|"Marko Stankovic"|1986-02-17|"32"|"Austria"|NA|NA|"both"|2018-01-17|NA|NA|"250K"|"250K"
"2018"|"FC Pune City"|"Jonathan Vila"|1986-03-06|"32"|"Spain"|NA|NA|"right"|2018-08-23|NA|2019-06-30|"200K"|"250K"
"2018"|"FC Pune City"|"Alwyn George"|1992-03-01|"26"|"India"|NA|NA|NA|2018-07-26|NA|NA|"75K"|NA
"2018"|"FC Pune City"|"Gani Nigam"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"FC Pune City"|"Jakob Vanlalhlimpuia"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"FC Pune City"|"Marcelinho"|1987-06-22|"31"|"Brazil"|NA|NA|"left"|2017-08-21|NA|NA|"750K"|"1.00M"
"2018"|"FC Pune City"|"Diego"|1988-05-15|"30"|"Brazil"|NA|NA|"both"|2017-09-08|NA|NA|"300K"|"400K"
"2018"|"FC Pune City"|"Ashique Kuruniyan"|1997-06-14|"21"|"India"|NA|NA|NA|2017-07-01|NA|2020-05-31|NA|NA
"2018"|"FC Pune City"|"Nikhil Poojari"|1995-09-03|"23"|"India"|NA|NA|"both"|2018-07-01|NA|NA|NA|NA
"2018"|"FC Pune City"|"Gabriel Fernandes"|1988-04-22|"30"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
"2018"|"FC Pune City"|"Emiliano Alfaro"|1988-04-28|"30"|"Uruguay"|NA|NA|"right"|2017-07-10|NA|2018-12-31|"700K"|"900K"
"2018"|"FC Pune City"|"Iain Hume"|1983-10-30|"34"|"Canada"|NA|NA|"right"|2018-08-02|NA|NA|"150K"|"200K"
"2018"|"FC Pune City"|"Robin Singh"|1990-05-09|"28"|"India"|NA|NA|NA|2018-07-01|NA|NA|"125K"|"75K"
"2018"|"Jamshedpur FC"|"Subrata Pal"|1986-12-24|"31"|"India"|NA|NA|"both"|2017-07-23|NA|NA|"175K"|"100K"
"2018"|"Jamshedpur FC"|"Subhasish Roy Chowdhury"|1986-09-27|"32"|"India"|NA|NA|NA|2018-07-01|NA|NA|"75K"|"25K"
"2018"|"Jamshedpur FC"|"Rafique Ali"|1998-04-16|"20"|"India"|NA|NA|NA|2017-11-10|NA|2020-05-31|NA|NA
"2018"|"Jamshedpur FC"|"Sanjay Balmuchu"|1992-01-05|"26"|"India"|NA|NA|NA|2018-07-01|NA|NA|"150K"|NA
"2018"|"Jamshedpur FC"|"Raju Gaikwad"|1990-09-25|"28"|"India"|NA|NA|NA|2018-07-01|NA|NA|"100K"|"50K"
"2018"|"Jamshedpur FC"|"Pratik Chowdhary"|1989-10-04|"29"|"India"|NA|NA|"right"|2018-07-01|NA|NA|"100K"|NA
"2018"|"Jamshedpur FC"|"Robin Gurung"|1992-10-24|"25"|"India"|NA|NA|NA|2017-07-23|NA|NA|"100K"|NA
"2018"|"Jamshedpur FC"|"Dhanachandra Singh"|1987-03-04|"31"|"India"|NA|NA|NA|2018-07-01|NA|NA|"25K"|NA
"2018"|"Jamshedpur FC"|"Tiri"|1991-07-14|"27"|"Spain"|NA|NA|"left"|2017-07-27|NA|2020-06-30|"100K"|"100K"
"2018"|"Jamshedpur FC"|"Yumnam Raju"|1989-07-03|"29"|"India"|NA|NA|NA|2017-07-23|NA|NA|"25K"|NA
"2018"|"Jamshedpur FC"|"Karan Amin"|1989-06-21|"29"|"India"|NA|NA|"right"|2018-01-31|NA|2018-05-31|NA|NA
"2018"|"Jamshedpur FC"|"Vishal Das"|NA|NA|"India"|NA|NA|NA|2018-09-20|NA|NA|NA|NA
"2018"|"Jamshedpur FC"|"Mobashir Rahman"|NA|NA|"India"|NA|NA|NA|2018-09-20|NA|NA|NA|NA
"2018"|"Jamshedpur FC"|"Michael Soosairaj"|1994-10-30|"23"|"India"|NA|NA|NA|2018-07-01|NA|2020-05-31|NA|NA
"2018"|"Jamshedpur FC"|"Memo"|1988-02-14|"30"|"Brazil"|NA|NA|"right"|2017-08-10|NA|2019-06-30|"200K"|"200K"
"2018"|"Jamshedpur FC"|"Sergio Cidoncha"|1990-08-27|"28"|"Spain"|NA|NA|"right"|2018-08-10|NA|2019-06-30|"300K"|"250K"
"2018"|"Jamshedpur FC"|"Mario Arqués"|1992-01-19|"26"|"Spain"|NA|NA|"right"|2018-09-03|NA|2019-06-30|"100K"|"100K"
"2018"|"Jamshedpur FC"|"Bikash Jairu"|1982-03-12|"36"|"India"|NA|NA|NA|2017-07-23|NA|2020-06-30|"50K"|NA
"2018"|"Jamshedpur FC"|"Tim Cahill"|1979-12-06|"38"|"Australia"|NA|NA|"right"|2018-08-31|NA|2019-03-31|"500K"|"500K"
"2018"|"Jamshedpur FC"|"Carlos Calvo"|1985-09-18|"33"|"Spain"|NA|NA|"right"|2018-08-10|NA|2019-06-30|"100K"|"150K"
"2018"|"Jamshedpur FC"|"Sumeet Passi"|1995-04-18|"23"|"India"|NA|NA|NA|2017-07-23|NA|NA|"100K"|NA
"2018"|"Jamshedpur FC"|"Farukh Choudhary"|1996-11-08|"21"|"India"|NA|NA|NA|2017-07-23|NA|NA|"75K"|NA
"2018"|"Jamshedpur FC"|"Gourav Mukhi"|NA|NA|"India"|NA|NA|NA|2018-09-22|NA|NA|NA|NA
"2018"|"Jamshedpur FC"|"Jerry Mawihmingthanga"|1997-03-09|"21"|"India"|NA|NA|NA|2017-07-23|NA|NA|"50K"|NA
"2018"|"Jamshedpur FC"|"Pablo Morgado"|1989-05-31|"29"|"Spain"|NA|NA|"right"|2018-08-10|NA|2019-06-30|"250K"|"250K"
"2018"|"Kerala Blasters FC"|"Dheeraj Singh"|2000-07-04|"18"|"India"|NA|NA|"right"|2018-07-01|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Sujith Sasikumar"|NA|NA|"India"|NA|NA|NA|2018-08-01|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Naveen Kumar"|1989-01-09|"29"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Jishnu Balakrishnan"|NA|NA|"India"|NA|NA|NA|NA|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Nemanja Lakic-Pesic"|1991-09-22|"27"|"Serbia"|NA|NA|"left"|2017-08-11|NA|2020-06-30|"250K"|"300K"
"2018"|"Kerala Blasters FC"|"Cyril Kali"|1984-01-21|"34"|"France"|NA|NA|"left"|2018-07-04|NA|NA|"150K"|"200K"
"2018"|"Kerala Blasters FC"|"Sandesh Jhingan"|1993-07-21|"25"|"India"|NA|NA|NA|2014-07-22|NA|2020-05-31|"125K"|"25K"
"2018"|"Kerala Blasters FC"|"Anas Edathodika"|1987-02-15|"31"|"India"|NA|NA|NA|2018-07-01|NA|NA|"100K"|NA
"2018"|"Kerala Blasters FC"|"Lalruatthara"|1995-01-17|"23"|"India"|NA|NA|"both"|2017-07-23|NA|2021-05-31|"50K"|NA
"2018"|"Kerala Blasters FC"|"Abdul Hakku"|1994-10-06|"23"|"India"|NA|NA|"right"|2018-07-01|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Mohammad Rakip"|2000-05-14|"18"|"India"|NA|NA|"right"|2017-12-09|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Pritam Singh"|1995-12-10|"22"|"India"|NA|NA|NA|2017-07-23|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Zakeer Mundampara"|1990-05-20|"28"|"India"|NA|NA|NA|2018-07-01|NA|NA|"75K"|NA
"2018"|"Kerala Blasters FC"|"Prasanth Karuthadathkuni"|1997-06-24|"21"|"India"|NA|NA|NA|2016-09-07|NA|2020-05-31|"25K"|NA
"2018"|"Kerala Blasters FC"|"Hrishi Dhath"|NA|NA|"India"|NA|NA|NA|2018-09-23|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Ajith Sivan"|1997-06-01|"21"|"India"|NA|NA|NA|2017-07-23|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Sahal Abdul Samad"|1997-04-01|"21"|"India"|NA|NA|NA|2017-09-06|NA|2020-05-31|NA|NA
"2018"|"Kerala Blasters FC"|"Nikola Krcmarevic"|1991-12-18|"26"|"Serbia"|NA|NA|"right"|2018-08-24|NA|NA|"150K"|"150K"
"2018"|"Kerala Blasters FC"|"Deependra Singh Negi"|1998-11-20|"19"|"India"|NA|NA|"both"|2017-12-09|NA|2020-05-31|NA|NA
"2018"|"Kerala Blasters FC"|"C.K. Vineeth"|1988-05-20|"30"|"India"|NA|NA|NA|2017-07-05|NA|2019-07-31|"175K"|NA
"2018"|"Kerala Blasters FC"|"Kizito Keziron"|1997-01-17|"21"|"Uganda"|NA|NA|NA|2018-01-01|NA|NA|NA|NA
"2018"|"Kerala Blasters FC"|"Shaiborlang Kharpan"|1995-08-19|"23"|"India"|NA|NA|NA|2018-07-01|NA|NA|NA|NA
